Dialogueacts_level1,Dialogueacts_level2,Dialogueacts_level3,Dialogueacts_level4,Dialogueacts_level5,slot0,slot1,slot2,slot3,slot4,slot5
Answer.TalkMore,Answer.change,Answer.joking_sarcastic,Answer.continuation,,"I STILL think ""Monty Python and the Holy Grail"" is funny.",I agree! My favorite scene is the holy hand granade or the wizard named Tim.,"""The Life of Brian"" isn't quite as funny though, don't you think?","Of course you would like a movie ridicules history  rather than one that makes fun of religion.   Name one  successful comedy movie based on religion.""","Sister Act was a successful comedy about Catholic Nuns.  Whoopi was funny, funny, funny.",
Answer.TalkMore,Answer.change,Answer.joking_sarcastic,Answer.elaboration,,"I STILL think ""Monty Python and the Holy Grail"" is funny.",I agree! My favorite scene is the holy hand granade or the wizard named Tim.,"""The Life of Brian"" isn't quite as funny though, don't you think?","Of course you would like a movie ridicules history  rather than one that makes fun of religion.   Name one  successful comedy movie based on religion.""",How about Evan almighty?  Morgan Freeman was great in this movie.,
Answer.TalkMore,Answer.change,Answer.continuation,,,"I STILL think ""Monty Python and the Holy Grail"" is funny.",I agree! My favorite scene is the holy hand granade or the wizard named Tim.,"""The Life of Brian"" isn't quite as funny though, don't you think?",Well it it is hard to make a follow-on that is good as the first.,,
Answer.TalkMore,,,,,"I STILL think ""Monty Python and the Holy Grail"" is funny.",Are you a big fan of John Cleese?,,,,
Answer.TalkMore,,,,,"I STILL think ""Monty Python and the Holy Grail"" is funny.",I agree! My favorite scene is the holy hand granade or the wizard named Tim.,,,,
Answer.positive,Answer.joking_sarcastic,,,,"I am addicted to ""Grey's Anatomy.""",I know it's like the best medical drama ever!,Corporal Klinger reporting for duty!,,,
Answer.positive,Answer.continuation,,,,"I am addicted to ""Grey's Anatomy.""",I know it's like the best medical drama ever!,It's good but maybe not up their with MASH,,,
Answer.positive,Answer.elaboration,,,,"I am addicted to ""Grey's Anatomy.""",I know it's like the best medical drama ever!,"Of course, MASH was more about the Korean War",,,
Answer.positive,,,,,"I am addicted to ""Grey's Anatomy.""",I know it's like the best medical drama ever!,,,,
Answer.negative,,,,,"I am addicted to ""Grey's Anatomy.""",I have to say I do get tired of that lead guy. He is so overdone.,,,,
Answer.positive,Answer.change,,,,"I am addicted to ""Grey's Anatomy.""",I have seen every episode.  It is such a good show filled with so much drama.  It is so easy to feel you know the characters.,What about that show Chicago Fire?,,,
Answer.positive,,,,,"I am addicted to ""Grey's Anatomy.""",I have seen every episode.  It is such a good show filled with so much drama.  It is so easy to feel you know the characters.,,,,
Answer.positive,Answer.elaboration,,,,"I am addicted to ""Grey's Anatomy.""",I have seen every episode.  It is such a good show filled with so much drama.  It is so easy to feel you know the characters.,There is always some type of sexual drama in that show.,,,
Answer.positive,Answer.joking_sarcastic,,,,"I am addicted to ""Grey's Anatomy.""",I have seen every episode.  It is such a good show filled with so much drama.  It is so easy to feel you know the characters.,Gray's Anatomy is the hospital version of Melrose's Place.,,,
Answer.positive,Answer.change,,,,"I am addicted to ""Grey's Anatomy.""",I know it's like the best medical drama ever!,What's your favorite war series?,,,
Answer.rhetorical,Answer.continuation,Answer.continuation,Answer.continuation,,"I am addicted to ""Grey's Anatomy.""",How many things can happen to such good people?,"I know, honestly now that I'm seven seasons in it's starting to become hard to believe. It's just a ridiculous amount of drama.",But what would we do without a series about the medical field? I don't think there is another one like it.,There is always a drama about the medical field.,
Answer.rhetorical,,,,,"I am addicted to ""Grey's Anatomy.""",How can anyone not enjoy watching Grey's Anatomy?,,,,
Answer.rhetorical,Answer.continuation,Answer.change,,,"I am addicted to ""Grey's Anatomy.""",How many things can happen to such good people?,"I know, honestly now that I'm seven seasons in it's starting to become hard to believe. It's just a ridiculous amount of drama.","Come to think of it, there is a series like that one: Scrubs.",,
Answer.rhetorical,Answer.change,Answer.continuation,,,"I am addicted to ""Grey's Anatomy.""",How many things can happen to such good people?,"Yeah, it's a little unrealistic! One of my friends is a nurse, actually, and I was talking to her about it. She's so great, you would like her.",I cannot believe that could actually happen.,,
Answer.rhetorical,Answer.continuation,Answer.elaboration,,,"I am addicted to ""Grey's Anatomy.""",How many things can happen to such good people?,"I know, honestly now that I'm seven seasons in it's starting to become hard to believe. It's just a ridiculous amount of drama.","I agree with that sentiment, completely. It's so addicting, but you kind of almost know what is going to happen now. Usually it is the worst possible outcome that will create the most drama.",,
Answer.rhetorical,Answer.continuation,Answer.joking_sarcastic,,,"I am addicted to ""Grey's Anatomy.""",How many things can happen to such good people?,"I know, honestly now that I'm seven seasons in it's starting to become hard to believe. It's just a ridiculous amount of drama.",I do believe the people in that hospital are cursed.,,
Answer.rhetorical,Answer.joking_sarcastic,,,,"I am addicted to ""Grey's Anatomy.""",How many things can happen to such good people?,"Yeah, but my God, I did not believe so much could go on in such a small hospital.",,,
Answer.rhetorical,Answer.continuation,Answer.continuation,Answer.elaboration,,"I am addicted to ""Grey's Anatomy.""",How many things can happen to such good people?,"I know, honestly now that I'm seven seasons in it's starting to become hard to believe. It's just a ridiculous amount of drama.",But what would we do without a series about the medical field? I don't think there is another one like it.,"I've seen quite a few spin offs, related to this series. I can't see them taking it offline anytime soon, but maybe redirecting to a spin off.",
Answer.rhetorical,Answer.continuation,Answer.elaboration,Answer.elaboration,,"I am addicted to ""Grey's Anatomy.""",How many things can happen to such good people?,"I know, honestly now that I'm seven seasons in it's starting to become hard to believe. It's just a ridiculous amount of drama.","I agree with that sentiment, completely. It's so addicting, but you kind of almost know what is going to happen now. Usually it is the worst possible outcome that will create the most drama.",The writers do a great job because you don't want to miss a single episode because there is so much happening in their lives.,
Answer.rhetorical,Answer.continuation,Answer.elaboration,Answer.joking_sarcastic,,"I am addicted to ""Grey's Anatomy.""",How many things can happen to such good people?,"I know, honestly now that I'm seven seasons in it's starting to become hard to believe. It's just a ridiculous amount of drama.","I agree with that sentiment, completely. It's so addicting, but you kind of almost know what is going to happen now. Usually it is the worst possible outcome that will create the most drama.",If they did a program about what it's really like in a typical hospital day after day it would put people to sleep due to boredom,
